[21/2/2022 2:46:9] !aol
[21/2/2022 3:0:26] !frags
[21/2/2022 3:11:24] !aol
[25/2/2022 18:50:42] !emotespells on
[1/3/2022 21:16:51] !frags
[27/5/2022 20:20:47] !aol
[27/5/2022 20:39:54] !aol
[27/5/2022 21:12:37] !aol
[28/5/2022 0:51:41] !aol
[28/5/2022 17:27:12] !rank
[28/5/2022 17:27:18] !rank magic
[28/5/2022 17:27:27] !rank magic
[28/5/2022 19:39:50] !guildpoints
[28/5/2022 19:54:45] !guildpoints
[28/5/2022 19:55:43] !guildpoints
[30/5/2022 0:28:39] 
[30/5/2022 0:28:44] 
[30/5/2022 0:28:49] 
[30/5/2022 0:28:54] 
[30/5/2022 0:28:59] 
[30/5/2022 0:29:4] 
[30/5/2022 0:29:9] 
[30/5/2022 0:29:14] 
[30/5/2022 0:29:19] 
[30/5/2022 0:29:24] 
[30/5/2022 0:29:29] 
[30/5/2022 0:29:34] 
[30/5/2022 0:29:39] 
[30/5/2022 0:29:44] 
[30/5/2022 0:29:49] 
[30/5/2022 0:29:54] 
[30/5/2022 0:29:59] 
[30/5/2022 0:30:4] 
[30/5/2022 0:30:9] 
[30/5/2022 0:30:14] 
[30/5/2022 0:30:19] 
[30/5/2022 0:30:24] 
[30/5/2022 0:30:29] 
[30/5/2022 0:30:34] 
[30/5/2022 0:30:39] 
[30/5/2022 0:30:44] 
[30/5/2022 0:30:49] 
[30/5/2022 0:30:54] 
[30/5/2022 0:30:59] 
[30/5/2022 0:31:4] 
[30/5/2022 0:31:9] 
[30/5/2022 0:31:14] 
[30/5/2022 0:31:19] 
[30/5/2022 0:31:24] 
[30/5/2022 0:31:29] 
[30/5/2022 0:31:34] 
[30/5/2022 0:31:39] 
[30/5/2022 0:31:44] 
[30/5/2022 0:31:49] 
[30/5/2022 0:31:54] 
[30/5/2022 0:31:59] 
[30/5/2022 0:32:4] 
[30/5/2022 0:32:9] 
[30/5/2022 0:32:14] 
[30/5/2022 0:32:19] 
[30/5/2022 0:32:24] 
[30/5/2022 0:32:29] 
[30/5/2022 0:32:34] 
[30/5/2022 0:32:39] 
[30/5/2022 0:32:44] 
[30/5/2022 0:32:49] 
[30/5/2022 0:32:54] 
[30/5/2022 0:32:59] 
[30/5/2022 0:33:4] 
[30/5/2022 0:33:9] 
[30/5/2022 0:33:14] 
[30/5/2022 0:33:19] 
[30/5/2022 0:33:24] 
[30/5/2022 0:33:29] 
[30/5/2022 0:33:34] 
[30/5/2022 0:33:39] 
[30/5/2022 0:33:44] 
[30/5/2022 0:33:49] 
[30/5/2022 0:33:54] 
[30/5/2022 0:33:59] 
[30/5/2022 0:34:4] 
[30/5/2022 0:34:9] 
[30/5/2022 0:34:14] 
[30/5/2022 0:34:19] 
[30/5/2022 0:34:24] 
[30/5/2022 0:34:29] 
[30/5/2022 0:34:34] 
[30/5/2022 0:34:39] 
[30/5/2022 0:34:44] 
[30/5/2022 0:34:49] 
[30/5/2022 0:34:54] 
[30/5/2022 0:34:59] 
[30/5/2022 0:35:4] 
[30/5/2022 0:35:9] 
[30/5/2022 0:35:14] 
[30/5/2022 0:35:19] 
[30/5/2022 0:35:24] 
[30/5/2022 0:35:29] 
[30/5/2022 0:35:34] 
[30/5/2022 0:35:39] 
[30/5/2022 0:35:44] 
[30/5/2022 0:35:49] 
[30/5/2022 0:35:54] 
[30/5/2022 0:35:59] 
[30/5/2022 0:36:4] 
[30/5/2022 0:36:9] 
[30/5/2022 0:36:14] 
[30/5/2022 0:36:19] 
[30/5/2022 0:36:24] 
[30/5/2022 0:36:29] 
[30/5/2022 0:36:34] 
[30/5/2022 0:36:39] 
[30/5/2022 0:36:44] 
[30/5/2022 0:36:49] 
[30/5/2022 0:36:54] 
[30/5/2022 0:36:59] 
[30/5/2022 0:37:4] 
[30/5/2022 0:37:9] 
[30/5/2022 0:37:14] 
[30/5/2022 0:37:19] 
[30/5/2022 0:37:24] 
[30/5/2022 0:37:29] 
[30/5/2022 0:37:34] 
[30/5/2022 0:37:39] 
[30/5/2022 0:37:44] 
[30/5/2022 0:37:49] 
[30/5/2022 0:37:54] 
[30/5/2022 0:37:59] 
[30/5/2022 0:38:4] 
[30/5/2022 0:38:9] 
[30/5/2022 0:38:14] 
[30/5/2022 0:38:19] 
[30/5/2022 0:38:24] 
[30/5/2022 0:38:29] 
[30/5/2022 0:38:34] 
[30/5/2022 0:38:39] 
[30/5/2022 0:38:44] 
[30/5/2022 0:38:49] 
[30/5/2022 0:38:54] 
[30/5/2022 0:38:59] 
[30/5/2022 0:39:4] 
[30/5/2022 0:39:9] 
[30/5/2022 0:39:14] 
[30/5/2022 0:39:19] 
[30/5/2022 0:39:24] 
[30/5/2022 0:39:29] 
[30/5/2022 0:39:34] 
[30/5/2022 0:39:39] 
[30/5/2022 0:39:44] 
[30/5/2022 0:39:49] 
[30/5/2022 0:39:54] 
[30/5/2022 0:39:59] 
[30/5/2022 0:40:4] 
[30/5/2022 0:40:9] 
[30/5/2022 0:40:14] 
[30/5/2022 0:40:19] 
[30/5/2022 0:40:24] 
[30/5/2022 0:40:29] 
[30/5/2022 0:40:34] 
[30/5/2022 0:40:39] 
[30/5/2022 0:40:44] 
[30/5/2022 0:40:49] 
[30/5/2022 0:40:54] 
[30/5/2022 0:40:59] 
[30/5/2022 0:41:4] 
[30/5/2022 0:41:9] 
[30/5/2022 0:41:14] 
[30/5/2022 0:41:19] 
[30/5/2022 0:41:24] 
[30/5/2022 0:41:29] 
[30/5/2022 0:41:34] 
[30/5/2022 0:41:39] 
[30/5/2022 0:41:44] 
[30/5/2022 0:41:49] 
[30/5/2022 0:41:54] 
[30/5/2022 0:41:59] 
[30/5/2022 0:42:4] 
[30/5/2022 0:42:9] 
[30/5/2022 0:42:14] 
[30/5/2022 0:42:19] 
[30/5/2022 0:42:24] 
[30/5/2022 0:42:29] 
[30/5/2022 0:42:34] 
[30/5/2022 0:42:39] 
[30/5/2022 0:42:44] 
[30/5/2022 0:42:49] 
[30/5/2022 0:42:54] 
[30/5/2022 0:42:59] 
[30/5/2022 0:43:4] 
[30/5/2022 0:43:9] 
[30/5/2022 0:43:14] 
[30/5/2022 0:43:19] 
[30/5/2022 0:43:24] 
[30/5/2022 0:43:29] 
[30/5/2022 0:43:34] 
[30/5/2022 0:43:39] 
[30/5/2022 0:43:44] 
[30/5/2022 0:43:49] 
[30/5/2022 0:43:54] 
[30/5/2022 0:43:59] 
[30/5/2022 0:44:4] 
[30/5/2022 0:44:9] 
[30/5/2022 0:44:14] 
[30/5/2022 0:44:19] 
[30/5/2022 0:44:24] 
[30/5/2022 0:44:29] 
[30/5/2022 0:44:34] 
[30/5/2022 0:44:39] 
[30/5/2022 0:44:44] 
[30/5/2022 0:44:49] 
[30/5/2022 0:44:54] 
[30/5/2022 0:44:59] 
[30/5/2022 0:45:4] 
[30/5/2022 0:45:9] 
[30/5/2022 0:45:14] 
[30/5/2022 0:45:19] 
[30/5/2022 0:45:24] 
[30/5/2022 0:45:29] 
[30/5/2022 0:45:34] 
[30/5/2022 0:45:39] 
[30/5/2022 0:45:44] 
[30/5/2022 0:45:49] 
[30/5/2022 0:45:54] 
[30/5/2022 0:45:59] 
[30/5/2022 0:46:4] 
[30/5/2022 0:46:9] 
[30/5/2022 0:46:14] 
[30/5/2022 0:46:19] 
[30/5/2022 0:46:24] 
[30/5/2022 0:46:29] 
[30/5/2022 0:46:34] 
[30/5/2022 0:46:39] 
[30/5/2022 0:46:44] 
[30/5/2022 0:46:49] 
[30/5/2022 0:46:54] 
[30/5/2022 0:46:59] 
[30/5/2022 0:47:4] 
[30/5/2022 0:47:9] 
[30/5/2022 0:47:14] 
[30/5/2022 0:47:19] 
[30/5/2022 0:47:24] 
[30/5/2022 0:47:29] 
[30/5/2022 0:47:34] 
[30/5/2022 0:47:39] 
[30/5/2022 0:47:44] 
[30/5/2022 0:47:49] 
[30/5/2022 0:47:54] 
[30/5/2022 0:47:59] 
[30/5/2022 0:48:4] 
[30/5/2022 0:48:9] 
[30/5/2022 0:48:14] 
[30/5/2022 0:48:19] 
[30/5/2022 0:48:24] 
[30/5/2022 0:48:29] 
[30/5/2022 0:48:34] 
[30/5/2022 0:48:39] 
[30/5/2022 0:48:44] 
[30/5/2022 0:48:49] 
[30/5/2022 0:48:54] 
[30/5/2022 0:48:59] 
[30/5/2022 0:49:4] 
[30/5/2022 0:49:9] 
[30/5/2022 0:49:14] 
[30/5/2022 0:49:19] 
[30/5/2022 0:49:24] 
[30/5/2022 0:49:29] 
[30/5/2022 0:49:34] 
[30/5/2022 0:49:39] 
[30/5/2022 0:49:44] 
[30/5/2022 0:49:49] 
[30/5/2022 0:49:54] 
[30/5/2022 0:49:59] 
[30/5/2022 0:50:4] 
[30/5/2022 0:50:9] 
[30/5/2022 0:50:14] 
[30/5/2022 0:50:19] 
[30/5/2022 0:50:24] 
[30/5/2022 0:50:29] 
[30/5/2022 0:50:34] 
[30/5/2022 0:50:39] 
[30/5/2022 0:50:44] 
[30/5/2022 0:50:49] 
[30/5/2022 0:50:54] 
[30/5/2022 0:50:59] 
[30/5/2022 0:51:4] 
[30/5/2022 0:51:9] 
[30/5/2022 0:51:14] 
[30/5/2022 0:51:19] 
[30/5/2022 0:51:24] 
[30/5/2022 0:51:29] 
[30/5/2022 0:51:34] 
[30/5/2022 0:51:39] 
[30/5/2022 0:51:44] 
[30/5/2022 0:51:49] 
[30/5/2022 0:51:54] 
[30/5/2022 0:51:59] 
[30/5/2022 0:52:4] 
[30/5/2022 0:52:9] 
[30/5/2022 0:52:14] 
[30/5/2022 0:52:19] 
[30/5/2022 0:52:24] 
[30/5/2022 0:52:29] 
[30/5/2022 0:52:34] 
[30/5/2022 0:52:39] 
[30/5/2022 0:52:44] 
[30/5/2022 0:52:49] 
[30/5/2022 0:52:54] 
[30/5/2022 0:52:59] 
[30/5/2022 0:53:4] 
[30/5/2022 0:53:9] 
[30/5/2022 0:53:14] 
[30/5/2022 0:53:19] 
[30/5/2022 0:53:24] 
[30/5/2022 0:53:29] 
[30/5/2022 0:53:34] 
[30/5/2022 0:53:39] 
[30/5/2022 0:53:44] 
[30/5/2022 0:53:49] 
[30/5/2022 0:53:54] 
[30/5/2022 0:53:59] 
[30/5/2022 0:54:4] 
[30/5/2022 0:54:9] 
[30/5/2022 0:54:14] 
[30/5/2022 0:54:19] 
[30/5/2022 0:54:24] 
[30/5/2022 0:54:29] 
[30/5/2022 0:54:34] 
[30/5/2022 0:54:39] 
[30/5/2022 0:54:44] 
[30/5/2022 0:54:49] 
[30/5/2022 0:54:54] 
[30/5/2022 0:54:59] 
[30/5/2022 0:55:4] 
[30/5/2022 0:55:9] 
[30/5/2022 0:55:14] 
[30/5/2022 0:55:19] 
[30/5/2022 0:55:24] 
[30/5/2022 0:55:29] 
[30/5/2022 0:55:34] 
[30/5/2022 0:55:39] 
[30/5/2022 0:55:44] 
[30/5/2022 0:55:49] 
[30/5/2022 0:55:54] 
[30/5/2022 0:55:59] 
[30/5/2022 0:56:4] 
[30/5/2022 0:56:9] 
[30/5/2022 0:56:14] 
[30/5/2022 0:56:19] 
[30/5/2022 0:56:24] 
[30/5/2022 0:56:29] 
[30/5/2022 0:56:34] 
[30/5/2022 0:56:39] 
[30/5/2022 0:56:44] 
[30/5/2022 0:56:49] 
[30/5/2022 0:56:54] 
[30/5/2022 0:56:59] 
[30/5/2022 0:57:4] 
[30/5/2022 0:57:9] 
[30/5/2022 0:57:14] 
[30/5/2022 0:57:19] 
[30/5/2022 0:57:24] 
[30/5/2022 0:57:29] 
[30/5/2022 0:57:34] 
[30/5/2022 0:57:39] 
[30/5/2022 0:57:44] 
[30/5/2022 0:57:49] 
[30/5/2022 0:57:54] 
[30/5/2022 0:57:59] 
[30/5/2022 0:58:4] 
[30/5/2022 0:58:9] 
[30/5/2022 0:58:14] 
[30/5/2022 0:58:19] 
[30/5/2022 0:58:24] 
[30/5/2022 0:58:29] 
[30/5/2022 0:58:34] 
[30/5/2022 0:58:39] 
[30/5/2022 0:58:44] 
[30/5/2022 0:58:49] 
[30/5/2022 0:58:54] 
[30/5/2022 0:58:59] 
[30/5/2022 0:59:4] 
[30/5/2022 0:59:9] 
[30/5/2022 0:59:14] 
[30/5/2022 0:59:19] 
[30/5/2022 0:59:24] 
[30/5/2022 0:59:29] 
[30/5/2022 0:59:34] 
[30/5/2022 0:59:39] 
[30/5/2022 0:59:44] 
[30/5/2022 0:59:49] 
[30/5/2022 0:59:54] 
[30/5/2022 0:59:59] 
[30/5/2022 1:0:4] 
[30/5/2022 1:0:9] 
[30/5/2022 1:0:14] 
[30/5/2022 1:0:19] 
[30/5/2022 1:0:24] 
[30/5/2022 1:0:29] 
[30/5/2022 1:0:34] 
[30/5/2022 1:0:39] 
[30/5/2022 1:0:44] 
[30/5/2022 1:0:49] 
[30/5/2022 1:0:54] 
[30/5/2022 1:0:59] 
[30/5/2022 1:1:4] 
[30/5/2022 1:1:9] 
[30/5/2022 1:1:14] 
[30/5/2022 1:1:19] 
[30/5/2022 1:1:24] 
[30/5/2022 1:1:29] 
[30/5/2022 1:1:34] 
[30/5/2022 1:1:39] 
[30/5/2022 1:1:44] 
[30/5/2022 1:1:49] 
[30/5/2022 1:1:54] 
[30/5/2022 1:1:59] 
[30/5/2022 1:2:4] 
[30/5/2022 1:2:9] 
[30/5/2022 1:2:14] 
[30/5/2022 1:2:19] 
[30/5/2022 1:2:24] 
[30/5/2022 1:2:29] 
[30/5/2022 1:2:34] 
[30/5/2022 1:2:39] 
[30/5/2022 1:2:44] 
[30/5/2022 1:2:49] 
[30/5/2022 1:2:54] 
[30/5/2022 1:2:59] 
[30/5/2022 1:3:4] 
[30/5/2022 1:3:9] 
[30/5/2022 1:3:14] 
[30/5/2022 1:3:19] 
[30/5/2022 1:3:24] 
[30/5/2022 1:3:29] 
[30/5/2022 1:3:34] 
[30/5/2022 1:3:39] 
[30/5/2022 1:3:44] 
[30/5/2022 1:3:49] 
[30/5/2022 1:3:54] 
[30/5/2022 1:3:59] 
[30/5/2022 1:4:4] 
[30/5/2022 1:4:9] 
[30/5/2022 1:4:14] 
[30/5/2022 1:4:19] 
[30/5/2022 1:4:24] 
[30/5/2022 1:4:29] 
[30/5/2022 1:4:34] 
[30/5/2022 1:4:39] 
[30/5/2022 1:4:44] 
[30/5/2022 1:4:49] 
[30/5/2022 1:4:54] 
[30/5/2022 1:4:59] 
[30/5/2022 1:5:4] 
[30/5/2022 1:5:9] 
[30/5/2022 1:5:14] 
[30/5/2022 1:5:19] 
[30/5/2022 1:5:24] 
[30/5/2022 1:5:29] 
[30/5/2022 1:5:34] 
[30/5/2022 1:5:39] 
[30/5/2022 1:5:44] 
[30/5/2022 1:5:49] 
[30/5/2022 1:5:54] 
[30/5/2022 1:5:59] 
[30/5/2022 1:6:4] 
[30/5/2022 1:6:9] 
[30/5/2022 1:6:14] 
[30/5/2022 1:6:19] 
[30/5/2022 1:6:24] 
[30/5/2022 1:6:29] 
[30/5/2022 1:6:34] 
[30/5/2022 1:6:39] 
[30/5/2022 1:6:44] 
[30/5/2022 1:6:49] 
[30/5/2022 1:6:54] 
[30/5/2022 1:6:59] 
[30/5/2022 1:7:4] 
[30/5/2022 1:7:9] 
[30/5/2022 1:7:14] 
[30/5/2022 1:7:19] 
[30/5/2022 1:7:24] 
[30/5/2022 1:7:29] 
[30/5/2022 1:7:34] 
[30/5/2022 1:7:39] 
[30/5/2022 1:7:44] 
[30/5/2022 1:7:49] 
[30/5/2022 1:7:54] 
[30/5/2022 1:7:59] 
[30/5/2022 1:8:4] 
[30/5/2022 1:8:9] 
[30/5/2022 1:8:14] 
[30/5/2022 1:8:19] 
[30/5/2022 1:8:24] 
[30/5/2022 1:8:29] 
[30/5/2022 1:8:34] 
[30/5/2022 1:8:39] 
[30/5/2022 1:8:44] 
[30/5/2022 1:8:49] 
[30/5/2022 1:8:54] 
[30/5/2022 1:8:59] 
[30/5/2022 1:9:4] 
[30/5/2022 1:9:9] 
[30/5/2022 1:9:14] 
[30/5/2022 1:9:19] 
[30/5/2022 1:9:24] 
[30/5/2022 1:9:29] 
[30/5/2022 1:9:34] 
[30/5/2022 1:9:39] 
[30/5/2022 1:9:44] 
[30/5/2022 1:9:49] 
[30/5/2022 1:9:54] 
[30/5/2022 1:9:59] 
[30/5/2022 1:10:4] 
[30/5/2022 1:10:9] 
[30/5/2022 1:10:14] 
[30/5/2022 1:10:19] 
[30/5/2022 1:10:24] 
[30/5/2022 1:10:29] 
[30/5/2022 1:10:34] 
[30/5/2022 1:10:39] 
[30/5/2022 1:10:44] 
[30/5/2022 1:10:49] 
[30/5/2022 1:10:54] 
[30/5/2022 1:10:59] 
[30/5/2022 1:11:4] 
[30/5/2022 1:11:9] 
[30/5/2022 1:11:14] 
[30/5/2022 1:11:19] 
[30/5/2022 1:11:24] 
[30/5/2022 1:11:29] 
[30/5/2022 1:11:34] 
[30/5/2022 1:11:39] 
[30/5/2022 1:11:44] 
[30/5/2022 1:11:49] 
[30/5/2022 1:11:54] 
[30/5/2022 1:11:59] 
[30/5/2022 1:12:4] 
[30/5/2022 1:12:9] 
[30/5/2022 1:12:14] 
[30/5/2022 1:12:19] 
[30/5/2022 1:12:24] 
[30/5/2022 1:12:29] 
[30/5/2022 1:12:34] 
[30/5/2022 1:12:39] 
[30/5/2022 1:12:44] 
[30/5/2022 1:12:49] 
[30/5/2022 1:12:54] 
[30/5/2022 1:12:59] 
[30/5/2022 1:13:4] 
[30/5/2022 1:13:9] 
[30/5/2022 1:13:14] 
[30/5/2022 1:13:19] 
[30/5/2022 1:13:24] 
[30/5/2022 1:13:29] 
[30/5/2022 1:13:34] 
[30/5/2022 1:13:39] 
[30/5/2022 1:13:44] 
[30/5/2022 1:13:49] 
[30/5/2022 1:13:54] 
[30/5/2022 1:13:59] 
[30/5/2022 1:14:4] 
[30/5/2022 1:14:9] 
[30/5/2022 1:14:14] 
[30/5/2022 1:14:19] 
[30/5/2022 1:14:24] 
[30/5/2022 1:14:29] 
[30/5/2022 1:14:34] 
[30/5/2022 1:14:39] 
[30/5/2022 1:14:44] 
[30/5/2022 1:14:49] 
[30/5/2022 1:14:54] 
[30/5/2022 1:14:59] 
[30/5/2022 1:15:4] 
[30/5/2022 1:15:9] 
[30/5/2022 1:15:14] 
[30/5/2022 1:15:19] 
[30/5/2022 1:15:24] 
[30/5/2022 1:15:29] 
[30/5/2022 1:15:34] 
[30/5/2022 1:15:39] 
[30/5/2022 1:15:44] 
[30/5/2022 1:15:49] 
[30/5/2022 1:15:54] 
[30/5/2022 1:15:59] 
[30/5/2022 1:16:4] 
[30/5/2022 1:16:9] 
[30/5/2022 1:16:14] 
[30/5/2022 1:16:19] 
[30/5/2022 1:16:24] 
[30/5/2022 1:16:29] 
[30/5/2022 1:16:34] 
[30/5/2022 1:16:39] 
[30/5/2022 1:16:44] 
[30/5/2022 1:16:49] 
[30/5/2022 1:16:54] 
[30/5/2022 1:16:59] 
[30/5/2022 1:17:4] 
[30/5/2022 1:17:9] 
[30/5/2022 1:17:14] 
[30/5/2022 1:17:19] 
[30/5/2022 1:17:24] 
[30/5/2022 1:17:29] 
[30/5/2022 1:17:34] 
[30/5/2022 1:17:39] 
[30/5/2022 1:17:44] 
[30/5/2022 1:17:49] 
[30/5/2022 1:17:54] 
[30/5/2022 1:17:59] 
[30/5/2022 1:18:4] 
[30/5/2022 1:18:9] 
[30/5/2022 1:18:14] 
[30/5/2022 1:18:19] 
[30/5/2022 1:18:24] 
[30/5/2022 1:18:29] 
[30/5/2022 1:18:34] 
[30/5/2022 1:18:39] 
[30/5/2022 1:18:44] 
[30/5/2022 1:18:49] 
[30/5/2022 1:18:54] 
[30/5/2022 1:18:59] 
[30/5/2022 1:19:4] 
[30/5/2022 1:19:9] 
[30/5/2022 1:19:14] 
[30/5/2022 1:19:19] 
[30/5/2022 1:19:24] 
[30/5/2022 1:19:29] 
[30/5/2022 1:19:34] 
[30/5/2022 1:19:39] 
[30/5/2022 1:19:44] 
[30/5/2022 1:19:49] 
[30/5/2022 1:19:54] 
[30/5/2022 1:19:59] 
[30/5/2022 1:20:4] 
[30/5/2022 1:20:9] 
[30/5/2022 1:20:14] 
[30/5/2022 1:20:19] 
[30/5/2022 1:20:24] 
[30/5/2022 1:20:29] 
[30/5/2022 1:20:34] 
[30/5/2022 1:20:39] 
[30/5/2022 1:20:44] 
[30/5/2022 1:20:49] 
[30/5/2022 1:20:54] 
[30/5/2022 1:20:59] 
[30/5/2022 1:21:4] 
[30/5/2022 1:21:9] 
[30/5/2022 1:21:14] 
[30/5/2022 1:21:19] 
[30/5/2022 1:21:24] 
[30/5/2022 1:21:29] 
[30/5/2022 1:21:34] 
[30/5/2022 1:21:39] 
[30/5/2022 1:21:44] 
[30/5/2022 1:21:49] 
[30/5/2022 1:21:54] 
[30/5/2022 1:21:59] 
[30/5/2022 1:22:4] 
[30/5/2022 1:22:9] 
[30/5/2022 1:22:14] 
[30/5/2022 1:22:19] 
[30/5/2022 1:22:24] 
[30/5/2022 1:22:29] 
[30/5/2022 1:22:34] 
[30/5/2022 1:22:39] 
[30/5/2022 1:22:44] 
[30/5/2022 1:22:49] 
[30/5/2022 1:22:54] 
[30/5/2022 1:22:59] 
[30/5/2022 1:23:4] 
[30/5/2022 1:23:9] 
[30/5/2022 1:23:14] 
[30/5/2022 1:23:19] 
[30/5/2022 1:23:24] 
[30/5/2022 1:23:29] 
[30/5/2022 1:23:34] 
[30/5/2022 1:23:39] 
[30/5/2022 1:23:44] 
[30/5/2022 1:23:49] 
[30/5/2022 1:23:54] 
[30/5/2022 1:23:59] 
[30/5/2022 1:24:4] 
[30/5/2022 1:24:9] 
[30/5/2022 1:24:14] 
[30/5/2022 1:24:19] 
[30/5/2022 1:24:24] 
[30/5/2022 1:24:29] 
[30/5/2022 1:24:34] 
[30/5/2022 1:24:39] 
[30/5/2022 1:24:44] 
[30/5/2022 1:24:49] 
[30/5/2022 1:24:54] 
[30/5/2022 1:24:59] 
[30/5/2022 1:25:4] 
[30/5/2022 1:25:9] 
[30/5/2022 1:25:14] 
[30/5/2022 1:25:19] 
[30/5/2022 1:25:24] 
[30/5/2022 1:25:29] 
[30/5/2022 1:25:34] 
[30/5/2022 1:25:39] 
[30/5/2022 1:25:44] 
[30/5/2022 1:25:49] 
[30/5/2022 1:25:54] 
[30/5/2022 1:25:59] 
[30/5/2022 1:26:4] 
[30/5/2022 1:26:9] 
[30/5/2022 1:26:14] 
[30/5/2022 1:26:19] 
[30/5/2022 1:26:24] 
[30/5/2022 1:26:29] 
[30/5/2022 1:26:34] 
[30/5/2022 1:26:39] 
[30/5/2022 1:26:44] 
[30/5/2022 1:26:49] 
[30/5/2022 1:26:54] 
[30/5/2022 1:26:59] 
[30/5/2022 1:27:4] 
[30/5/2022 1:27:9] 
[30/5/2022 1:27:14] 
[30/5/2022 1:27:19] 
[30/5/2022 1:27:24] 
[30/5/2022 1:27:29] 
[30/5/2022 1:27:34] 
[30/5/2022 1:27:39] 
[30/5/2022 1:27:44] 
[30/5/2022 1:27:49] 
[30/5/2022 1:27:54] 
[30/5/2022 1:27:59] 
[30/5/2022 1:28:4] 
[30/5/2022 1:28:9] 
[30/5/2022 1:28:14] 
[30/5/2022 1:28:19] 
[30/5/2022 1:28:24] 
[30/5/2022 1:28:29] 
[30/5/2022 1:28:34] 
[30/5/2022 1:28:39] 
[30/5/2022 1:28:44] 
[30/5/2022 1:28:49] 
[30/5/2022 1:28:54] 
[30/5/2022 1:28:59] 
[30/5/2022 1:29:4] 
[30/5/2022 1:29:9] 
[30/5/2022 1:29:14] 
[30/5/2022 1:29:19] 
[30/5/2022 1:29:24] 
[30/5/2022 1:29:29] 
[30/5/2022 1:29:34] 
[30/5/2022 1:29:39] 
[30/5/2022 1:29:44] 
[30/5/2022 1:29:49] 
[30/5/2022 1:29:54] 
[30/5/2022 1:29:59] 
[30/5/2022 1:30:4] 
[30/5/2022 1:30:9] 
[30/5/2022 1:30:14] 
[30/5/2022 1:30:19] 
[30/5/2022 1:30:24] 
[30/5/2022 1:30:29] 
[30/5/2022 1:30:34] 
[30/5/2022 1:30:39] 
[30/5/2022 1:30:44] 
[30/5/2022 1:30:49] 
[30/5/2022 1:30:54] 
[30/5/2022 1:30:59] 
[30/5/2022 1:31:4] 
[30/5/2022 1:31:9] 
[30/5/2022 1:31:14] 
[30/5/2022 1:31:19] 
[30/5/2022 1:31:24] 
[30/5/2022 1:31:29] 
[30/5/2022 1:31:34] 
[30/5/2022 1:31:39] 
[30/5/2022 1:31:44] 
[30/5/2022 1:31:49] 
[30/5/2022 1:31:54] 
[30/5/2022 1:31:59] 
[30/5/2022 1:32:4] 
[30/5/2022 1:32:9] 
[30/5/2022 1:32:14] 
[30/5/2022 1:32:19] 
[30/5/2022 1:32:24] 
[30/5/2022 1:32:29] 
[30/5/2022 1:32:34] 
[30/5/2022 1:32:39] 
[30/5/2022 1:32:44] 
[30/5/2022 1:32:49] 
[30/5/2022 1:32:54] 
[30/5/2022 1:32:59] 
[30/5/2022 1:33:4] 
[30/5/2022 1:33:9] 
[30/5/2022 1:33:14] 
[30/5/2022 1:33:19] 
[30/5/2022 1:33:24] 
[30/5/2022 1:33:29] 
[30/5/2022 1:33:34] 
[30/5/2022 1:33:39] 
[30/5/2022 1:33:44] 
[30/5/2022 1:33:49] 
[30/5/2022 1:33:54] 
[30/5/2022 1:33:59] 
[30/5/2022 1:34:4] 
[30/5/2022 1:34:9] 
[30/5/2022 1:34:14] 
[30/5/2022 1:34:19] 
[30/5/2022 1:34:24] 
[30/5/2022 1:34:29] 
[30/5/2022 1:34:34] 
[30/5/2022 1:34:39] 
[30/5/2022 1:34:44] 
[30/5/2022 1:34:49] 
[30/5/2022 1:34:54] 
[30/5/2022 1:34:59] 
[30/5/2022 1:35:4] 
[30/5/2022 1:35:9] 
[30/5/2022 1:35:14] 
[30/5/2022 1:35:19] 
[30/5/2022 1:35:24] 
[30/5/2022 1:35:29] 
[30/5/2022 1:35:34] 
[30/5/2022 1:35:39] 
[30/5/2022 1:35:44] 
[30/5/2022 1:35:49] 
[30/5/2022 1:35:54] 
[30/5/2022 1:35:59] 
[30/5/2022 1:36:4] 
[30/5/2022 1:36:9] 
[30/5/2022 1:36:14] 
[30/5/2022 1:36:19] 
[30/5/2022 1:36:24] 
[30/5/2022 1:36:29] 
[30/5/2022 1:36:34] 
[30/5/2022 1:36:39] 
[30/5/2022 1:36:44] 
[30/5/2022 1:36:49] 
[30/5/2022 1:36:54] 
[30/5/2022 1:36:59] 
[30/5/2022 1:37:4] 
[30/5/2022 1:37:9] 
[30/5/2022 1:37:14] 
[30/5/2022 1:37:19] 
[30/5/2022 1:37:24] 
[30/5/2022 1:37:29] 
[30/5/2022 1:37:34] 
[30/5/2022 1:37:39] 
[30/5/2022 1:37:44] 
[30/5/2022 1:37:49] 
[30/5/2022 1:37:54] 
[30/5/2022 1:37:59] 
[30/5/2022 1:38:4] 
[30/5/2022 1:38:9] 
[30/5/2022 1:38:14] 
[30/5/2022 1:38:19] 
[30/5/2022 1:38:24] 
[30/5/2022 1:38:29] 
[30/5/2022 1:38:34] 
[30/5/2022 1:38:39] 
[30/5/2022 1:38:44] 
[30/5/2022 1:38:49] 
[30/5/2022 1:38:54] 
[30/5/2022 1:38:59] 
[30/5/2022 1:39:4] 
[30/5/2022 1:39:9] 
[30/5/2022 1:39:14] 
[30/5/2022 1:39:19] 
[30/5/2022 1:39:24] 
[30/5/2022 1:39:29] 
[30/5/2022 1:39:34] 
[30/5/2022 1:39:39] 
[30/5/2022 1:39:44] 
[30/5/2022 1:39:49] 
[30/5/2022 1:39:54] 
[30/5/2022 1:39:59] 
