[10/12/2021 20:30:23] !guildpoints
[10/12/2021 21:36:39] !rank
[10/12/2021 21:36:44] !rank level
[10/12/2021 21:44:47] !emotespells on
[10/12/2021 22:12:35] !guildpoints
[11/12/2021 2:41:40] 
[11/12/2021 2:41:45] 
[11/12/2021 2:41:47] 
[11/12/2021 2:41:49] 
[11/12/2021 2:41:51] 
[11/12/2021 2:41:53] 
[11/12/2021 2:41:56] 
[11/12/2021 2:41:58] 
[11/12/2021 2:42:0] 
[11/12/2021 2:42:2] 
[11/12/2021 2:42:4] 
[11/12/2021 2:42:6] 
[11/12/2021 2:42:8] 
[11/12/2021 2:42:11] 
[11/12/2021 2:42:17] 
[11/12/2021 2:42:19] 
[11/12/2021 2:42:21] 
[11/12/2021 2:42:24] 
[11/12/2021 2:42:26] 
[11/12/2021 2:42:28] 
[11/12/2021 2:42:30] 
[11/12/2021 2:42:32] 
[11/12/2021 2:42:35] 
[11/12/2021 2:42:37] 
[11/12/2021 2:42:39] 
[11/12/2021 2:42:41] 
[11/12/2021 2:42:43] 
[11/12/2021 2:42:45] 
[11/12/2021 2:42:48] 
[11/12/2021 2:42:50] 
[11/12/2021 2:42:52] 
[11/12/2021 2:42:57] 
[11/12/2021 2:42:59] 
[11/12/2021 2:43:2] 
[11/12/2021 2:43:4] 
[11/12/2021 2:43:6] 
[11/12/2021 2:43:8] 
[11/12/2021 2:43:11] 
[11/12/2021 2:43:13] 
[11/12/2021 2:43:19] 
[11/12/2021 2:43:21] 
[11/12/2021 2:43:23] 
[11/12/2021 2:43:25] 
[11/12/2021 2:43:27] 
[11/12/2021 2:43:30] 
[11/12/2021 2:43:32] 
[11/12/2021 2:44:48] 
[11/12/2021 2:44:50] 
[11/12/2021 2:44:52] 
[11/12/2021 2:44:54] 
[11/12/2021 2:44:57] 
[11/12/2021 2:44:59] 
[11/12/2021 2:45:6] 
[11/12/2021 2:45:8] 
[11/12/2021 2:45:10] 
[11/12/2021 2:45:12] 
[11/12/2021 2:45:15] 
[11/12/2021 2:45:17] 
[11/12/2021 2:45:19] 
[11/12/2021 2:45:21] 
[11/12/2021 2:45:24] 
[11/12/2021 2:45:26] 
[11/12/2021 2:45:28] 
[11/12/2021 2:45:33] 
[11/12/2021 2:45:37] 
[11/12/2021 2:45:39] 
[11/12/2021 2:45:41] 
[11/12/2021 2:45:43] 
[11/12/2021 2:45:46] 
[11/12/2021 2:45:48] 
[11/12/2021 2:45:50] 
[11/12/2021 2:45:52] 
[11/12/2021 2:45:54] 
[11/12/2021 2:45:57] 
[11/12/2021 2:46:3] 
[11/12/2021 2:46:5] 
[11/12/2021 2:46:8] 
[11/12/2021 2:46:12] 
[11/12/2021 2:46:14] 
[11/12/2021 2:46:18] 
[11/12/2021 2:46:21] 
[11/12/2021 2:46:23] 
[11/12/2021 2:46:25] 
[11/12/2021 2:46:31] 
[11/12/2021 2:46:33] 
[11/12/2021 2:46:37] 
[11/12/2021 2:46:39] 
[11/12/2021 2:46:41] 
[11/12/2021 2:46:43] 
[11/12/2021 2:46:45] 
[11/12/2021 2:46:47] 
[11/12/2021 2:46:50] 
[11/12/2021 2:46:54] 
[11/12/2021 2:46:56] 
[11/12/2021 2:46:58] 
[11/12/2021 2:47:0] 
[11/12/2021 2:47:8] 
[11/12/2021 2:47:10] 
[11/12/2021 2:47:12] 
[11/12/2021 2:47:15] 
[11/12/2021 2:47:18] 
[11/12/2021 2:47:20] 
[11/12/2021 2:47:22] 
[11/12/2021 2:47:24] 
[11/12/2021 2:47:26] 
[11/12/2021 2:47:28] 
[11/12/2021 2:47:30] 
[11/12/2021 2:47:32] 
[11/12/2021 2:47:40] 
[11/12/2021 2:47:42] 
[11/12/2021 2:47:44] 
[11/12/2021 2:47:46] 
[11/12/2021 2:47:49] 
[11/12/2021 2:47:51] 
[11/12/2021 2:47:53] 
[11/12/2021 2:47:55] 
[11/12/2021 2:47:57] 
[11/12/2021 2:48:0] 
[11/12/2021 2:48:4] 
[11/12/2021 2:48:6] 
[11/12/2021 2:48:8] 
[11/12/2021 2:48:10] 
[11/12/2021 2:48:17] 
[11/12/2021 2:48:20] 
[11/12/2021 2:48:24] 
[11/12/2021 2:48:29] 
[11/12/2021 2:48:31] 
[11/12/2021 2:48:33] 
[11/12/2021 2:48:35] 
[11/12/2021 2:48:41] 
[11/12/2021 2:48:43] 
[11/12/2021 2:48:47] 
[11/12/2021 2:48:49] 
[11/12/2021 2:48:51] 
[11/12/2021 2:48:54] 
[11/12/2021 2:48:56] 
[11/12/2021 2:48:58] 
[11/12/2021 2:49:0] 
[11/12/2021 2:49:2] 
[11/12/2021 2:49:12] 
[11/12/2021 2:49:14] 
[11/12/2021 2:49:18] 
[11/12/2021 2:49:20] 
[11/12/2021 2:49:24] 
[11/12/2021 2:49:27] 
[11/12/2021 2:49:29] 
[11/12/2021 2:49:31] 
[11/12/2021 2:49:36] 
[11/12/2021 2:49:38] 
[11/12/2021 2:49:41] 
[11/12/2021 2:49:43] 
[11/12/2021 2:49:45] 
[11/12/2021 2:49:49] 
[11/12/2021 2:49:52] 
[11/12/2021 2:49:58] 
[11/12/2021 2:50:1] 
[11/12/2021 2:50:3] 
[11/12/2021 2:50:5] 
[11/12/2021 2:50:8] 
[11/12/2021 2:50:10] 
[11/12/2021 2:50:14] 
[11/12/2021 2:50:16] 
[11/12/2021 2:50:19] 
[11/12/2021 2:50:21] 
[11/12/2021 2:50:23] 
[11/12/2021 2:50:25] 
[11/12/2021 2:50:31] 
[11/12/2021 2:50:33] 
[11/12/2021 2:50:35] 
[11/12/2021 2:50:40] 
[11/12/2021 2:50:43] 
[11/12/2021 2:50:45] 
[11/12/2021 2:50:47] 
[11/12/2021 2:50:49] 
[11/12/2021 2:50:57] 
[11/12/2021 2:50:59] 
[11/12/2021 2:51:4] 
[11/12/2021 2:51:6] 
[11/12/2021 2:51:8] 
[11/12/2021 2:51:10] 
[11/12/2021 2:51:12] 
[11/12/2021 2:51:18] 
[11/12/2021 2:51:20] 
[11/12/2021 2:51:22] 
[11/12/2021 2:51:24] 
[11/12/2021 2:51:30] 
[11/12/2021 2:51:32] 
[11/12/2021 2:51:34] 
[11/12/2021 2:51:36] 
[11/12/2021 2:51:38] 
[11/12/2021 2:51:40] 
[11/12/2021 2:51:44] 
[11/12/2021 2:51:47] 
[11/12/2021 2:51:49] 
[11/12/2021 2:51:51] 
[11/12/2021 2:51:53] 
[11/12/2021 2:51:55] 
[11/12/2021 2:51:57] 
[11/12/2021 2:51:59] 
[11/12/2021 2:52:1] 
[11/12/2021 2:52:6] 
[11/12/2021 2:52:8] 
[11/12/2021 2:52:10] 
[11/12/2021 2:52:16] 
[11/12/2021 2:52:18] 
[11/12/2021 2:52:20] 
[11/12/2021 2:52:24] 
[11/12/2021 2:52:27] 
[11/12/2021 2:52:36] 
[11/12/2021 2:52:38] 
[11/12/2021 2:52:40] 
[11/12/2021 2:52:42] 
[11/12/2021 2:52:44] 
[11/12/2021 2:52:47] 
[11/12/2021 2:52:49] 
[11/12/2021 2:52:51] 
[11/12/2021 2:52:53] 
[11/12/2021 2:52:57] 
[11/12/2021 2:52:59] 
[11/12/2021 2:53:2] 
[11/12/2021 2:53:4] 
[11/12/2021 2:53:6] 
[11/12/2021 2:53:8] 
[11/12/2021 2:53:16] 
[11/12/2021 2:53:18] 
[11/12/2021 2:53:21] 
[11/12/2021 2:53:23] 
[11/12/2021 2:53:25] 
[11/12/2021 2:53:27] 
[11/12/2021 2:53:29] 
[11/12/2021 2:53:31] 
[11/12/2021 2:53:34] 
[11/12/2021 2:53:36] 
[11/12/2021 2:53:48] 
[11/12/2021 2:53:50] 
[11/12/2021 2:54:22] 
[11/12/2021 2:54:36] 
[11/12/2021 2:54:41] 
[11/12/2021 2:54:43] 
[11/12/2021 2:54:45] 
[11/12/2021 2:54:47] 
[11/12/2021 2:54:53] 
[11/12/2021 2:54:56] 
[11/12/2021 2:55:0] 
[11/12/2021 2:55:2] 
[11/12/2021 2:55:4] 
[11/12/2021 2:55:7] 
[11/12/2021 2:55:16] 
[11/12/2021 2:55:18] 
[11/12/2021 2:55:20] 
[11/12/2021 2:55:22] 
[11/12/2021 2:55:24] 
[11/12/2021 2:55:26] 
[11/12/2021 2:55:29] 
[11/12/2021 2:55:31] 
[11/12/2021 2:55:33] 
[11/12/2021 2:55:35] 
[11/12/2021 2:55:38] 
[11/12/2021 2:55:54] 
[11/12/2021 2:55:56] 
[11/12/2021 2:55:58] 
[11/12/2021 2:56:1] 
[11/12/2021 2:56:3] 
[11/12/2021 2:56:5] 
[11/12/2021 2:56:7] 
[11/12/2021 2:56:9] 
[11/12/2021 2:56:11] 
[11/12/2021 2:56:17] 
[11/12/2021 2:56:19] 
[11/12/2021 2:56:21] 
[11/12/2021 2:56:27] 
[11/12/2021 2:56:29] 
[11/12/2021 2:57:0] 
[11/12/2021 2:57:2] 
[11/12/2021 2:57:10] 
[11/12/2021 2:57:12] 
[11/12/2021 2:57:15] 
[11/12/2021 2:57:17] 
[11/12/2021 2:57:19] 
[11/12/2021 2:57:21] 
[11/12/2021 2:57:23] 
[11/12/2021 2:57:25] 
[11/12/2021 2:57:28] 
[11/12/2021 2:57:30] 
[11/12/2021 2:57:32] 
[11/12/2021 2:57:41] 
[11/12/2021 2:57:44] 
[11/12/2021 2:57:46] 
[11/12/2021 2:57:48] 
[11/12/2021 2:57:51] 
[11/12/2021 2:57:53] 
[11/12/2021 2:57:55] 
[11/12/2021 2:58:3] 
[11/12/2021 2:58:5] 
[11/12/2021 2:58:9] 
[11/12/2021 2:58:27] 
[11/12/2021 2:58:30] 
[11/12/2021 2:58:33] 
[11/12/2021 2:58:37] 
[11/12/2021 2:58:39] 
[11/12/2021 2:58:54] 
[11/12/2021 2:58:56] 
[11/12/2021 2:59:3] 
[11/12/2021 2:59:5] 
[11/12/2021 2:59:7] 
[11/12/2021 2:59:9] 
[11/12/2021 2:59:12] 
[11/12/2021 2:59:14] 
[11/12/2021 2:59:16] 
[11/12/2021 2:59:19] 
[11/12/2021 2:59:22] 
[11/12/2021 2:59:24] 
[11/12/2021 2:59:34] 
[11/12/2021 2:59:36] 
[11/12/2021 2:59:38] 
[11/12/2021 2:59:40] 
[11/12/2021 2:59:42] 
[11/12/2021 2:59:44] 
[11/12/2021 2:59:47] 
[11/12/2021 2:59:49] 
[11/12/2021 2:59:51] 
[11/12/2021 2:59:54] 
[11/12/2021 2:59:58] 
[11/12/2021 3:0:0] 
[11/12/2021 3:0:7] 
[11/12/2021 3:0:9] 
[11/12/2021 3:0:12] 
[11/12/2021 3:0:15] 
[11/12/2021 3:0:17] 
[11/12/2021 3:0:19] 
[11/12/2021 3:0:29] 
[11/12/2021 3:0:34] 
[11/12/2021 3:0:36] 
[11/12/2021 3:0:38] 
[11/12/2021 3:0:44] 
[11/12/2021 3:0:46] 
[11/12/2021 3:0:51] 
[11/12/2021 3:0:53] 
[11/12/2021 3:0:56] 
[11/12/2021 3:0:58] 
[11/12/2021 3:1:0] 
[11/12/2021 3:1:2] 
[11/12/2021 3:1:4] 
[11/12/2021 3:1:6] 
[11/12/2021 3:1:12] 
[11/12/2021 3:1:14] 
[11/12/2021 3:1:18] 
[11/12/2021 3:1:21] 
[11/12/2021 3:1:23] 
[11/12/2021 3:1:25] 
[11/12/2021 3:1:27] 
[11/12/2021 3:1:29] 
[11/12/2021 3:1:36] 
[11/12/2021 3:1:38] 
[11/12/2021 3:1:40] 
[11/12/2021 3:1:42] 
[11/12/2021 3:1:45] 
[11/12/2021 3:1:51] 
[11/12/2021 3:1:53] 
[11/12/2021 3:1:55] 
[11/12/2021 3:1:57] 
[11/12/2021 3:1:59] 
[11/12/2021 3:2:2] 
[11/12/2021 3:2:4] 
[11/12/2021 3:2:6] 
[11/12/2021 3:2:8] 
[11/12/2021 3:2:12] 
[11/12/2021 3:2:14] 
[11/12/2021 3:2:16] 
[11/12/2021 3:2:21] 
[11/12/2021 3:2:24] 
[11/12/2021 3:2:27] 
[11/12/2021 3:2:29] 
[11/12/2021 3:2:39] 
[11/12/2021 3:2:41] 
[11/12/2021 3:2:43] 
[11/12/2021 3:2:45] 
[11/12/2021 3:2:47] 
[11/12/2021 3:2:49] 
[11/12/2021 3:2:51] 
[11/12/2021 3:2:53] 
[11/12/2021 3:3:0] 
[11/12/2021 3:3:6] 
[11/12/2021 3:3:8] 
[11/12/2021 3:3:11] 
[11/12/2021 3:3:13] 
[11/12/2021 3:3:15] 
[11/12/2021 3:3:18] 
[11/12/2021 3:3:20] 
[11/12/2021 3:3:24] 
[11/12/2021 3:3:26] 
[11/12/2021 3:3:34] 
[11/12/2021 3:3:36] 
[11/12/2021 3:3:39] 
[11/12/2021 3:3:41] 
[11/12/2021 3:3:43] 
[11/12/2021 3:3:45] 
[11/12/2021 3:3:47] 
[11/12/2021 3:3:49] 
[11/12/2021 3:3:54] 
[11/12/2021 3:3:56] 
[11/12/2021 3:3:59] 
[11/12/2021 3:4:6] 
[11/12/2021 3:4:8] 
[11/12/2021 3:4:11] 
[11/12/2021 3:4:13] 
[11/12/2021 3:4:15] 
[11/12/2021 3:4:17] 
[11/12/2021 3:4:19] 
[11/12/2021 3:4:21] 
[11/12/2021 3:4:28] 
[11/12/2021 3:4:30] 
[11/12/2021 3:4:32] 
[11/12/2021 3:4:34] 
[11/12/2021 3:4:36] 
[11/12/2021 3:4:44] 
[11/12/2021 3:4:46] 
[11/12/2021 3:4:48] 
[11/12/2021 3:4:50] 
[11/12/2021 3:4:53] 
[11/12/2021 3:4:55] 
[11/12/2021 3:4:57] 
[11/12/2021 3:5:0] 
[11/12/2021 3:5:2] 
[11/12/2021 3:5:4] 
[11/12/2021 3:5:6] 
[11/12/2021 3:5:8] 
[11/12/2021 3:5:21] 
[11/12/2021 3:5:23] 
[11/12/2021 3:5:25] 
[11/12/2021 3:5:27] 
[11/12/2021 3:5:30] 
[11/12/2021 3:5:32] 
[11/12/2021 3:5:34] 
[11/12/2021 3:5:39] 
[11/12/2021 3:5:41] 
[11/12/2021 3:5:43] 
[11/12/2021 3:5:45] 
[11/12/2021 3:5:47] 
[11/12/2021 3:5:49] 
[11/12/2021 3:6:6] 
[11/12/2021 3:6:10] 
[11/12/2021 3:6:12] 
[11/12/2021 3:6:25] 
[11/12/2021 3:6:29] 
[11/12/2021 3:6:31] 
[11/12/2021 3:6:33] 
[11/12/2021 3:6:35] 
[11/12/2021 3:6:37] 
[11/12/2021 3:6:40] 
[11/12/2021 3:6:42] 
[11/12/2021 3:6:54] 
[11/12/2021 3:6:57] 
[11/12/2021 3:6:59] 
[11/12/2021 3:7:1] 
[11/12/2021 3:7:4] 
[11/12/2021 3:7:6] 
[11/12/2021 3:7:12] 
[11/12/2021 3:7:14] 
[11/12/2021 3:7:17] 
[11/12/2021 3:7:19] 
[11/12/2021 3:7:21] 
[11/12/2021 3:7:23] 
[11/12/2021 3:7:25] 
[11/12/2021 3:7:28] 
[11/12/2021 3:7:30] 
[11/12/2021 3:7:40] 
[11/12/2021 3:7:42] 
[11/12/2021 3:7:44] 
[11/12/2021 3:7:46] 
[11/12/2021 3:7:48] 
[11/12/2021 3:7:50] 
[11/12/2021 3:7:53] 
[11/12/2021 3:7:55] 
[11/12/2021 3:7:57] 
[11/12/2021 3:7:59] 
[11/12/2021 3:8:1] 
[11/12/2021 3:8:3] 
[11/12/2021 3:8:5] 
[11/12/2021 3:8:7] 
[11/12/2021 3:8:10] 
[11/12/2021 3:8:15] 
[11/12/2021 3:8:17] 
[11/12/2021 3:8:20] 
[11/12/2021 3:8:22] 
[11/12/2021 3:8:24] 
[11/12/2021 3:8:27] 
[11/12/2021 3:8:30] 
[11/12/2021 3:8:32] 
[11/12/2021 3:8:36] 
[11/12/2021 3:8:38] 
[11/12/2021 3:8:40] 
[11/12/2021 3:8:43] 
[11/12/2021 3:8:45] 
[11/12/2021 3:8:48] 
[11/12/2021 3:8:52] 
[11/12/2021 3:8:54] 
[11/12/2021 3:9:4] 
[11/12/2021 3:9:6] 
[11/12/2021 3:9:10] 
[11/12/2021 3:9:13] 
[11/12/2021 3:9:15] 
[11/12/2021 3:9:17] 
[11/12/2021 3:9:19] 
[11/12/2021 3:9:21] 
[11/12/2021 3:9:23] 
[11/12/2021 3:9:25] 
[11/12/2021 3:9:33] 
[11/12/2021 3:9:35] 
[11/12/2021 3:9:37] 
[11/12/2021 3:9:40] 
[11/12/2021 3:9:48] 
[11/12/2021 3:9:50] 
[11/12/2021 3:9:54] 
[11/12/2021 3:9:56] 
[11/12/2021 3:10:2] 
[11/12/2021 3:10:4] 
[11/12/2021 3:10:6] 
[11/12/2021 3:10:8] 
[11/12/2021 3:10:10] 
[11/12/2021 3:10:13] 
[11/12/2021 3:10:15] 
[11/12/2021 3:10:17] 
[11/12/2021 3:10:25] 
[11/12/2021 3:10:27] 
[11/12/2021 3:10:29] 
[11/12/2021 3:10:31] 
[11/12/2021 3:10:33] 
[11/12/2021 3:10:36] 
[11/12/2021 3:10:38] 
[11/12/2021 3:10:44] 
[11/12/2021 3:10:46] 
[11/12/2021 3:10:48] 
[11/12/2021 3:10:50] 
[11/12/2021 3:10:52] 
[11/12/2021 3:10:54] 
[11/12/2021 3:10:56] 
[11/12/2021 3:11:4] 
[11/12/2021 3:11:6] 
[11/12/2021 3:11:8] 
[11/12/2021 3:11:14] 
[11/12/2021 3:11:17] 
[11/12/2021 3:11:25] 
[11/12/2021 3:11:27] 
[11/12/2021 3:11:29] 
[11/12/2021 3:11:31] 
[11/12/2021 3:11:33] 
[11/12/2021 3:11:35] 
[11/12/2021 3:11:37] 
[11/12/2021 3:11:39] 
[11/12/2021 3:11:42] 
[11/12/2021 3:11:44] 
[11/12/2021 3:11:46] 
[11/12/2021 3:11:49] 
[11/12/2021 3:11:52] 
[11/12/2021 3:11:54] 
[11/12/2021 3:11:58] 
[11/12/2021 3:12:0] 
[11/12/2021 3:12:3] 
[11/12/2021 3:12:5] 
[11/12/2021 3:12:7] 
[11/12/2021 3:12:9] 
[11/12/2021 3:12:11] 
[11/12/2021 3:12:23] 
[11/12/2021 3:12:25] 
[11/12/2021 3:12:27] 
[11/12/2021 3:12:29] 
[11/12/2021 3:12:32] 
[11/12/2021 3:12:35] 
[11/12/2021 3:12:37] 
[11/12/2021 3:12:39] 
[11/12/2021 3:12:41] 
[11/12/2021 3:12:43] 
[11/12/2021 3:12:45] 
[11/12/2021 3:12:48] 
[11/12/2021 3:12:50] 
[11/12/2021 3:13:3] 
[11/12/2021 3:13:6] 
[11/12/2021 3:13:9] 
[11/12/2021 3:13:11] 
[11/12/2021 3:13:13] 
[11/12/2021 3:14:33] 
[11/12/2021 3:14:36] 
[11/12/2021 3:14:38] 
[11/12/2021 3:14:40] 
[11/12/2021 3:14:42] 
[11/12/2021 3:14:49] 
[11/12/2021 3:14:51] 
[11/12/2021 3:14:53] 
[11/12/2021 3:14:56] 
[11/12/2021 3:14:58] 
[11/12/2021 3:15:0] 
[11/12/2021 3:15:6] 
[11/12/2021 3:15:11] 
[11/12/2021 3:15:15] 
[11/12/2021 3:15:17] 
[11/12/2021 3:15:20] 
[11/12/2021 3:15:22] 
[11/12/2021 3:15:24] 
[11/12/2021 3:15:26] 
[11/12/2021 3:15:28] 
[11/12/2021 3:15:30] 
[11/12/2021 3:15:33] 
[11/12/2021 3:15:35] 
[11/12/2021 3:15:41] 
[11/12/2021 3:15:44] 
[11/12/2021 3:15:46] 
[11/12/2021 3:15:48] 
[11/12/2021 3:15:50] 
[11/12/2021 3:15:54] 
[11/12/2021 3:15:56] 
[11/12/2021 3:16:0] 
[11/12/2021 3:16:2] 
[11/12/2021 3:16:5] 
[11/12/2021 3:16:13] 
[11/12/2021 3:16:15] 
[11/12/2021 3:16:18] 
[11/12/2021 3:16:20] 
[11/12/2021 3:16:22] 
[11/12/2021 3:16:24] 
[11/12/2021 3:16:27] 
[11/12/2021 3:16:29] 
[11/12/2021 3:16:31] 
[11/12/2021 3:16:33] 
[11/12/2021 3:16:35] 
[11/12/2021 3:16:40] 
[11/12/2021 3:16:42] 
[11/12/2021 3:16:45] 
[11/12/2021 3:16:47] 
[11/12/2021 3:16:49] 
[11/12/2021 3:16:51] 
[11/12/2021 3:16:53] 
[11/12/2021 3:16:55] 
[11/12/2021 3:16:57] 
[11/12/2021 3:17:0] 
[11/12/2021 3:17:2] 
[11/12/2021 3:17:4] 
[11/12/2021 3:17:9] 
[11/12/2021 3:17:11] 
[11/12/2021 3:17:13] 
[11/12/2021 3:17:18] 
[11/12/2021 3:17:21] 
[11/12/2021 3:17:23] 
[11/12/2021 3:17:33] 
[11/12/2021 3:17:42] 
[11/12/2021 3:17:44] 
[11/12/2021 3:17:46] 
[11/12/2021 3:17:48] 
[11/12/2021 3:17:50] 
[11/12/2021 3:17:52] 
[11/12/2021 3:17:55] 
[11/12/2021 3:17:57] 
[11/12/2021 3:17:59] 
[11/12/2021 3:18:5] 
[11/12/2021 3:18:7] 
[11/12/2021 3:18:10] 
[11/12/2021 3:18:12] 
[11/12/2021 3:18:14] 
[11/12/2021 3:18:16] 
[11/12/2021 3:18:18] 
[11/12/2021 3:18:20] 
[11/12/2021 3:18:24] 
[11/12/2021 3:18:26] 
[11/12/2021 3:18:33] 
[11/12/2021 3:18:35] 
[11/12/2021 3:18:37] 
[11/12/2021 3:18:40] 
[11/12/2021 3:18:42] 
[11/12/2021 3:18:44] 
[11/12/2021 3:18:46] 
[11/12/2021 3:18:48] 
[11/12/2021 3:18:50] 
[11/12/2021 3:18:52] 
[11/12/2021 3:18:55] 
[11/12/2021 3:19:0] 
[11/12/2021 3:19:2] 
[11/12/2021 3:19:4] 
[11/12/2021 3:19:7] 
[11/12/2021 3:19:9] 
[11/12/2021 3:19:11] 
[11/12/2021 3:19:13] 
[11/12/2021 3:19:20] 
[11/12/2021 3:19:22] 
[11/12/2021 3:19:24] 
[11/12/2021 3:19:26] 
[11/12/2021 3:19:28] 
[11/12/2021 3:19:30] 
[11/12/2021 3:19:33] 
[11/12/2021 3:19:35] 
[11/12/2021 3:19:37] 
[11/12/2021 3:19:40] 
[11/12/2021 3:19:42] 
[11/12/2021 3:19:44] 
[11/12/2021 3:19:47] 
[11/12/2021 3:19:49] 
[11/12/2021 3:19:51] 
[11/12/2021 3:19:56] 
[11/12/2021 3:19:58] 
[11/12/2021 3:20:4] 
[11/12/2021 3:20:7] 
[11/12/2021 3:20:9] 
[11/12/2021 3:20:11] 
[11/12/2021 3:20:13] 
[11/12/2021 3:20:21] 
[11/12/2021 3:20:23] 
[11/12/2021 3:20:27] 
[11/12/2021 3:20:29] 
[11/12/2021 3:20:33] 
[11/12/2021 3:20:35] 
[11/12/2021 3:20:48] 
[11/12/2021 3:20:51] 
[11/12/2021 3:20:53] 
[11/12/2021 3:20:55] 
[11/12/2021 3:20:57] 
[11/12/2021 3:20:59] 
[11/12/2021 3:21:2] 
[11/12/2021 3:21:4] 
[11/12/2021 3:21:6] 
[11/12/2021 3:21:8] 
[11/12/2021 3:21:10] 
[11/12/2021 3:21:29] 
[11/12/2021 3:21:31] 
[11/12/2021 3:21:33] 
[11/12/2021 3:21:36] 
[11/12/2021 3:21:38] 
[11/12/2021 3:21:40] 
[11/12/2021 3:21:42] 
[11/12/2021 3:21:44] 
[11/12/2021 3:21:46] 
[11/12/2021 3:21:48] 
[11/12/2021 3:21:50] 
[11/12/2021 3:21:55] 
[11/12/2021 3:21:57] 
[11/12/2021 3:21:59] 
[11/12/2021 3:22:6] 
[11/12/2021 3:22:8] 
[11/12/2021 3:22:10] 
[11/12/2021 3:22:13] 
[11/12/2021 3:22:15] 
[11/12/2021 3:22:17] 
[11/12/2021 3:22:19] 
[11/12/2021 3:22:21] 
[11/12/2021 3:22:23] 
[11/12/2021 3:22:29] 
[11/12/2021 3:22:31] 
[11/12/2021 3:22:33] 
[11/12/2021 3:22:35] 
[11/12/2021 3:22:37] 
[11/12/2021 3:22:39] 
[11/12/2021 3:22:41] 
[11/12/2021 3:22:43] 
[11/12/2021 3:22:45] 
[11/12/2021 3:22:48] 
[11/12/2021 3:22:50] 
[11/12/2021 3:22:52] 
[11/12/2021 3:22:54] 
[11/12/2021 3:22:56] 
[11/12/2021 3:22:59] 
[11/12/2021 3:23:1] 
[11/12/2021 3:23:3] 
[11/12/2021 3:23:5] 
[11/12/2021 3:23:7] 
[11/12/2021 3:23:15] 
[11/12/2021 3:23:17] 
[11/12/2021 3:23:23] 
[11/12/2021 3:23:27] 
[11/12/2021 3:23:29] 
[11/12/2021 3:23:31] 
[11/12/2021 3:23:34] 
[11/12/2021 3:23:36] 
[11/12/2021 3:23:38] 
[11/12/2021 3:23:40] 
[11/12/2021 3:23:49] 
[11/12/2021 3:23:51] 
[11/12/2021 3:23:53] 
[11/12/2021 3:24:0] 
[11/12/2021 3:24:2] 
[11/12/2021 3:24:6] 
[11/12/2021 3:24:15] 
[11/12/2021 3:24:17] 
[11/12/2021 3:24:23] 
[11/12/2021 3:24:25] 
[11/12/2021 3:24:27] 
[11/12/2021 3:24:30] 
[11/12/2021 3:24:32] 
[11/12/2021 3:24:34] 
[11/12/2021 3:24:36] 
[11/12/2021 3:24:38] 
[11/12/2021 3:24:40] 
[11/12/2021 3:24:42] 
[11/12/2021 3:24:45] 
[11/12/2021 3:24:47] 
[11/12/2021 3:24:52] 
[11/12/2021 3:24:54] 
[11/12/2021 3:24:56] 
[11/12/2021 3:24:58] 
[11/12/2021 3:25:0] 
[11/12/2021 3:25:2] 
[11/12/2021 3:25:5] 
[11/12/2021 3:25:10] 
[11/12/2021 3:25:12] 
[11/12/2021 3:25:14] 
[11/12/2021 3:25:19] 
[11/12/2021 3:25:21] 
[11/12/2021 3:25:23] 
[11/12/2021 3:25:27] 
[11/12/2021 3:25:29] 
[11/12/2021 3:25:32] 
[11/12/2021 3:25:35] 
[11/12/2021 3:25:37] 
[11/12/2021 3:25:40] 
[11/12/2021 3:25:42] 
[11/12/2021 3:25:44] 
[11/12/2021 3:25:46] 
[11/12/2021 3:25:49] 
[11/12/2021 3:25:51] 
[11/12/2021 3:25:53] 
[11/12/2021 3:25:56] 
[11/12/2021 3:25:58] 
[11/12/2021 3:26:0] 
[11/12/2021 3:26:2] 
[11/12/2021 3:26:15] 
[11/12/2021 3:26:17] 
[11/12/2021 3:26:19] 
[11/12/2021 3:26:21] 
[11/12/2021 3:26:24] 
[11/12/2021 3:26:26] 
[11/12/2021 3:26:28] 
[11/12/2021 3:26:33] 
[11/12/2021 3:26:35] 
[11/12/2021 3:26:39] 
[11/12/2021 3:26:41] 
[11/12/2021 3:26:43] 
[11/12/2021 3:26:45] 
[11/12/2021 3:26:47] 
[11/12/2021 3:26:49] 
[11/12/2021 3:26:52] 
[11/12/2021 3:27:0] 
[11/12/2021 3:27:2] 
[11/12/2021 3:27:4] 
[11/12/2021 3:27:6] 
[11/12/2021 3:27:8] 
[11/12/2021 3:27:10] 
[11/12/2021 3:27:12] 
[11/12/2021 3:27:14] 
[11/12/2021 3:27:16] 
[11/12/2021 3:27:23] 
[11/12/2021 3:27:25] 
[11/12/2021 3:27:27] 
[11/12/2021 3:27:31] 
[11/12/2021 3:27:33] 
[11/12/2021 3:27:35] 
[11/12/2021 3:27:37] 
[11/12/2021 3:27:39] 
[11/12/2021 3:27:42] 
[11/12/2021 3:27:44] 
[11/12/2021 3:27:46] 
[11/12/2021 3:27:56] 
[11/12/2021 3:28:1] 
[11/12/2021 3:28:3] 
[11/12/2021 3:28:5] 
[11/12/2021 3:28:9] 
[11/12/2021 3:28:11] 
[11/12/2021 3:28:18] 
[11/12/2021 3:28:20] 
[11/12/2021 3:28:22] 
[11/12/2021 3:28:25] 
[11/12/2021 3:28:27] 
